,LNR,Response
229,41705,0.006173413684824644
230,41712,0.0072149368039813415
231,42029,0.0056748147106410515
232,42347,0.006440153503810076
233,42352,0.0072225820421562255
234,42353,0.004941066871829496
235,42671,0.02565912382430443
236,42987,0.0012787475506279308
237,43310,0.002388698807362509
238,43627,0.004586788467708032
239,43629,0.006400406289043337
240,43953,0.0029294821821813015
241,43954,0.03185280009936309
242,43961,0.005502963141876529
243,44280,-0.0010139345178639967
244,44917,0.0019364705617974762
245,44927,0.0018144688630635634
246,45570,0.02940395987794196
247,45584,0.029989222597593016
248,41721,0.006096686809099651
249,42054,0.02513764693079774
250,42369,0.0026856129477345852
251,42689,0.0007085636144685155
252,43331,0.033274345597852154
253,51644,0.028180108716746657
254,51653,0.026564991739633025
255,51969,0.011219903250499354
256,52308,0.03206095515831877
257,52310,0.011086614642177547
258,52626,0.029634664937732542
259,52638,0.001594154517809782
260,52940,0.003192989416649484
261,52954,0.036425328096385705
262,55847,0.004749830343401336
263,51031,0.005842399953811407
264,51342,0.028276018641879126
265,51348,0.004431842722832717
266,51666,0.0060591794414431
267,51674,-0.00011866873760576081
268,51680,0.034715407044372995
269,52331,0.004731218425759213
270,82163,0.030674484668567474
271,82481,0.00845864440359425
272,82498,0.005378634912881242
273,55858,0.009157564255257877
274,55859,0.005542458405371345
275,51039,0.0006062624486223125
276,51683,0.032508206415883804
277,51685,0.004560364955996059
278,51695,0.005378634912881242
279,51702,0.0006412139688700567
280,52343,0.027773198154074277
281,53950,0.032586593361666
282,54597,0.006806578303167644
283,54925,0.005078673454044717
284,55245,0.03740385032005876
285,55882,0.02802377778959714
286,51384,-0.0002019004439594022
287,51703,0.028180108716746657
288,51711,0.03444667119812468
289,52041,0.0027101582505667013
290,52047,0.009951982854686271
291,52369,0.027381794806362023
292,52689,0.002723689832702123
293,53331,0.0020407127468830785
294,53341,0.004460264597030372
295,63455,0.030927214611909712
296,63780,0.0070490265116126116
297,64096,0.008948935605153648
298,64104,-0.00028981654533973857
299,64109,0.006142361412647933
300,64422,0.0019433981111021737
301,65705,0.0010855470551316489
302,65709,0.005171679737151198
303,62850,0.0011567458518940185
304,62851,0.03364495878710279
305,63164,-0.00043810442165029284
306,63491,0.0235496054806632
307,63796,0.00215155317005785
308,63799,0.03290800468309376
309,63802,0.0058607138386244885
310,64127,0.006428135979046234
311,64449,0.025293977857947257
312,64771,0.00523611531691392
313,65399,0.004892052749933409
314,66048,0.0020244107146326247
315,71758,0.03476492663137783
316,72405,0.027308685630211323
317,72723,0.004396639849980687
318,72735,0.008393130017599478
319,73046,0.0027902464100951732
320,73682,0.006758408937063219
321,73694,0.0015538009297675162
322,73696,0.02837648454812164
323,74317,0.03372135662332665
324,74974,0.004448342986931402
325,75286,0.00679405150997806
326,75605,0.007642329441841704
327,76239,-0.00024082797187947576
328,71471,-0.0019948181650087235
329,71776,0.0023523720882906965
330,72112,0.004724286426559197
331,72417,0.003049949476311243
332,72420,0.003007367802120455
333,72425,0.03374832576651885
334,73073,0.005887203767539533
335,73393,0.001993512245701388
336,73714,0.0006251199875116763
337,74337,0.03650719282349581
338,74347,0.006409457086827857
339,74354,0.030543745320043014
340,74666,0.005644759571217547
341,74990,0.03493625687500478
342,75949,0.006719791301696947
343,75952,0.0009594694021232005
344,71805,0.026774625852534588
345,71813,0.02479567957779969
346,72130,0.010272843247766306
347,72437,0.0023864880588266653
348,82788,0.004632252520130757
349,83113,0.0028369556438196104
350,83420,0.0320704013221607
351,83425,0.006372690589373178
352,83433,0.005550059448315638
353,83759,0.030637666135617143
354,84381,0.029503925589208085
355,85024,0.03204128872604777
356,85026,0.001670587074813093
357,85671,0.029660756711333988
358,35158,0.006504258498725928
359,34851,0.0024183931349622515
360,34853,0.03098174456818941
361,34859,0.008020219494593632
362,34865,0.00020391951199887873
363,34877,0.02549997150516743
364,34898,0.002927557417328932
365,35203,0.00535302329701595
366,34907,0.0047246106527955075
367,34930,0.03564078251444033
368,34939,5.126779630970971e-05
369,35249,0.028075914270779018
370,35561,0.005795199452629717
371,35572,0.0015367775183554168
372,35575,0.0024482728108195964
373,35583,0.0053434199343304475
374,35587,0.002200719204887686
375,35597,0.008795057250636206
376,35900,0.005024385510539063
377,35602,0.03482225150264682
378,35606,0.025293977857947257
379,35922,-0.0016210100602242921
380,35936,-0.0007523838472311082
381,41020,0.03061796560272944
382,41028,0.025293977857947257
383,41344,0.004006434585096795
384,42944,0.0248193914975446
385,42952,0.007916939387742631
386,42954,-0.001976327434351572
387,43274,0.002406188591714374
388,43590,0.0038980262743562055
389,43594,0.03191467658674715
390,43909,0.028633403121068587
391,44561,0.005766919434457989
392,45202,0.030513004308250748
393,45210,0.0019412524753088163
394,41684,0.037446645994031115
395,41691,0.0008335687096130535
396,42333,0.011852872622442607
397,42660,0.009142636217084785
398,42979,0.0022988329282933625
399,43287,0.002661432758992628
400,45233,0.010272843247766306
401,45544,0.011632090031390914
402,45550,0.00754238328343924
403,40729,0.004488683931693134
404,41395,0.029558455545487784
405,4332,0.004283956106775311
406,4346,-0.00039917689373022015
407,4044,0.03343680372814711
408,5031,0.02105591710077904
409,5057,0.03396321422035593
410,5067,0.025293977857947257
411,4757,0.0009836447757238214
412,4762,0.010450269364085754
413,5183,0.004731025191131001
414,5191,0.004701946312562263
415,4830,0.030457496581992816
416,5154,0.03010136016359374
417,4861,0.004573816171867957
418,5180,0.0022411404671155055
419,4574,0.007227983892673788
420,4896,-0.0004996427999727357
421,4592,0.008884978957418807
422,4599,-0.0032953664041550433
423,4914,0.027923638035486444
424,4604,0.004020204726662806
425,4932,0.007737020152100833
426,4623,0.008684974275631911
427,4633,0.031193039721620734
428,4636,0.00281628139400773
429,4944,0.005771416053731278
430,4977,0.02962309827233599
431,4986,0.007798980373185304
432,4683,0.0006283225015071973
433,4686,0.0011671402946560427
434,4691,-0.0012759006164188651
435,4700,0.027072368208547918
436,5018,0.002307797008742827
437,5341,0.028081604937976082
438,5646,0.034127393049619946
439,5649,0.002928541660255534
440,5661,-0.001879824888317553
441,5671,0.028078742192108305
442,5677,0.028028963962033172
443,5375,0.0032453309315211647
444,5410,0.0009870789754494846
445,5411,-0.001276728482588454
446,5714,0.0291480239151498
447,5427,0.005901054783386221
448,5436,0.003307576491132626
449,5725,0.030831304686777243
450,5733,0.02259414011348032
451,5454,0.029811196592746156
452,10241,-0.00012362394665246183
453,10566,0.003877513197116394
454,10579,0.0008854861431314352
455,929,0.004591442810671149
456,935,0.03338474454303301
457,1261,0.0018215365717978217
458,951,0.006988688378639653
459,955,0.0007035341114106917
460,1295,0.030576313059462915
461,966,0.0016119575473404692
462,974,0.00478672060642815
463,1305,0.002291195315023204
464,995,0.02851233606354253
465,998,-0.00039917689373022015
466,1403,0.025293977857947257
467,1001,0.006083657470655037
468,1009,0.008011050249216573
469,1338,0.03462979697817178
470,1053,0.004170428498439991
471,1062,-0.0014610036022196867
472,1067,0.003526720683331878
473,1071,0.009746593902814552
474,9957,0.008882983507164105
475,9960,0.031550317923913065
476,9680,0.028632303767313284
477,9982,0.029871400402696743
478,9700,0.027549802349453582
479,10023,0.03398605893822353
480,10042,0.004584949123631775
481,10048,0.028078742192108305
482,10049,-0.0020378658126740156
483,10054,0.004771895892906433
484,10057,0.0038301260948417344
485,10388,0.0004051750984008935
486,10396,0.003073445752587971
487,10700,0.0011782816443854144
488,10418,0.008423520836014676
489,10730,0.029941353705589133
490,10733,0.0014195734931284035
491,10429,0.03298846847811876
492,10844,0.001971976453209991
493,10856,0.005038332509282985
494,10448,0.0007499766934203087
495,10451,0.0027931526429192167
496,10458,0.0061288600925727115
497,10743,-0.0020378658126740156
498,10753,-0.0007681210199103209
499,10756,0.0010301859098062938
500,10465,0.026652624153800677
501,10488,0.032028492942605756
502,10490,0.0030265736532036546
503,10510,0.005002865709381391
504,10818,0.006762372015055535
505,10531,0.004756088384767614
506,10823,0.0005632160227573555
507,10544,0.030146713292297216
508,10553,-0.0002019004439594022
509,31437,0.0005289868976206564
510,31451,0.02938192389047417
511,31453,0.03621638403721603
512,31143,0.026895836553534308
513,31146,0.0038021404146408306
514,31460,0.0038773465064198868
515,31466,0.029303820123831262
516,31788,0.0006126777547531416
517,31807,0.008585457856057587
518,32122,0.010277955414662731
519,32127,0.000646655780003074
520,31820,0.004027970377588193
521,32267,0.00674649869415761
522,31860,0.006460616845901076
523,31873,0.02747329438632544
524,31896,0.03280640519276452
525,31910,0.0018144688630635634
526,32211,0.03311752557964238
527,32232,0.03565487761256593
528,31950,0.001037196191424055
529,32243,0.03441007525381955
530,31966,0.00788970627322564
531,31976,0.031986107307699504
532,31666,0.005663564723487883
533,31674,0.005023798948117698
534,31989,0.028899411330356353
535,31991,0.003089696691077982
536,31997,0.0042088232017640425
537,31719,0.0046246514771864635
538,31723,0.035188587463873704
539,32039,0.0031895615354248052
540,32042,0.0023318309008718836
541,32061,0.004892052749933409
542,44333,0.0023075309334522763
543,44656,-0.0001317756209832765
544,44976,0.006891977628001303
545,41459,0.029811196592746156
546,41787,0.0005242884948372828
547,42422,0.029435377243911424
548,42743,0.007476868897444468
549,43076,0.007821683677500496
550,44350,0.0009215645894547137
551,44353,0.0020311706846993867
552,44356,0.005150222519645745
553,25490,0.0032405869013711957
554,25502,0.008957330250342907
555,25505,0.002139792005050966
556,25835,0.0014902293436113742
557,25966,0.006758408937063219
558,25973,0.004210723193828933
559,25570,0.0055745645388327976
560,25862,0.007114387164038409
561,25871,0.0032444693888416466
562,25877,0.004017801313405978
563,34738,0.0029796166024430404
564,34445,0.0104311470484451
565,34447,-0.0017339530362129045
566,34764,0.03204861620406063
567,34772,0.027986119350599144
568,34775,0.00611345488588286
569,34484,0.004226009544976084
570,34180,0.0308625718850615
571,34226,0.02881030158431441
572,34555,0.008505015824765606
573,34243,0.02251807436470922
574,34252,0.0040467755298585276
575,34267,0.004976047711437767
576,34276,0.030712132003649334
577,34584,0.004375522100790084
578,34290,0.005095652650495979
579,34291,0.0037521427767228275
580,34295,0.03396321422035593
581,34599,0.0017839159134910528
582,34603,0.030831304686777243
583,35270,0.005972557066654383
584,35279,0.02289188246949365
585,35300,0.006719791301696947
586,34981,0.0023191384132282065
587,35338,0.026971902302305405
588,35425,0.028612801969785044
589,35432,0.031471598057754034
590,35022,0.029756666636466457
591,35347,0.0048454070193226385
592,35062,0.03323952727837629
593,35072,0.002235956442023374
594,35104,0.005377840515082107
595,35114,0.003791482254134344
596,35131,0.007027444760333102
597,21744,0.0018041623390160464
598,21754,0.0003284003467499297
599,21784,-0.003975738360885798
600,22088,0.007369067377734415
601,22095,0.002818936096977354
602,21806,0.03068595709506608
603,21811,-6.769420197761376e-05
604,22099,0.029660756711333988
605,22104,0.029414943213380312
606,21822,0.005389861355370359
607,21834,0.005003938557099535
608,21858,0.030890407182875515
609,21862,0.031149560120030388
610,21875,0.0050857196115576455
611,22163,0.00139125916948002
612,21909,0.0018041623390160464
613,21910,0.026494583229444212
614,21913,0.03231695212160078
615,21650,0.004834467576671898
616,21966,0.0019364705617974762
617,21662,0.005447648320101542
618,21665,0.0011558799289998515
619,21668,0.003040542026617894
620,21683,0.0036883921614546404
621,21697,0.027986119350599144
622,22665,0.0038462200762001144
623,31548,0.004412769757877857
624,31553,0.0063400541124446486
625,31555,0.003072905009040093
626,31232,0.007476868897444468
627,31647,0.006130012431746153
628,31243,0.0007963821739591498
629,31266,0.02259414011348032
630,31274,0.0065732509793937815
631,31590,0.002012679954042235
632,31294,0.0038021404146408306
633,31600,0.0060303478192025904
634,31314,0.004474924822518945
635,31358,0.006267334500398777
636,31369,0.006096686809099651
637,31376,0.0036995990527672645
638,31070,0.0011567458518940185
639,31382,0.010612634473510846
640,31385,0.003589270983861062
641,31393,0.002819693227422929
642,31086,0.005444268698092684
643,31114,-0.0032604148839073
644,12861,0.003280665406821617
645,13185,0.005755602141671628
646,13190,0.004631604369689029
647,13194,0.03064396127594477
648,13542,-0.00024082797187947576
649,13559,0.010170022332037666
650,13600,0.003867136053413998
651,13608,0.029303820123831262
652,13922,0.004375522100790084
653,13634,0.008454560795078739
654,13948,0.03292486115602321
655,13961,0.03520231085573939
656,13973,0.03545946143657655
657,13976,0.005400386815007622
658,13987,0.005334897076410661
659,13989,0.0022289273213046386
660,13993,0.004750098156085861
661,13685,0.0022443911279586355
662,13397,0.03190236510985927
663,13714,0.006414942242352794
664,13408,0.004706553554243492
665,13416,0.0325401193520776
666,13743,0.0015114743333449713
667,13745,0.0025369279402388347
668,13440,0.029153380242419095
669,13455,0.005173388704775385
670,13469,0.033980381049432455
671,13780,0.0023406742057196033
672,13483,0.0037468733173934765
673,13486,0.0033614307801764216
674,13805,0.03360847908052637
675,13503,0.012520845863122776
676,13821,0.003283693835728003
677,14154,0.004056277492470794
678,14463,0.03541050485635601
679,14464,0.0043832877517154725
680,14467,0.0033746265016846226
681,14484,-0.0038176974365293375
682,14182,0.03238439461666405
683,14513,0.007477318539669301
684,14200,0.0035334064540799887
685,14533,0.005447648320101542
686,14536,0.029603413881250214
687,14245,0.03255820314196632
688,14246,0.008178047409339103
689,14260,0.005199961219032748
690,14263,0.0363164389633496
691,14574,0.003245421426491538
692,14278,0.0014086209762582242
693,14279,0.0050168812679963065
694,14585,0.028023500759379302
695,14589,0.029941353705589133
696,14590,0.003791482254134344
697,3497,-0.0019948181650087235
698,3513,0.03472689057478774
699,3937,0.00611345488588286
700,3532,0.00610025916437466
701,3533,0.005575950718714355
702,3537,0.032066139183410905
703,3543,0.030773589509233732
704,3549,0.03228737830481923
705,3553,0.0008014284777667381
706,3871,0.00423660191072929
707,3880,0.006533747540692775
708,3568,0.03204128872604777
709,3573,0.0027533325225645396
710,3898,0.031769395821178346
711,3585,0.0011668324458700308
712,3313,0.030809768894285848
713,3356,0.009394966805953715
714,3666,0.003997112592735167
715,3390,0.005804578120403279
716,3704,0.0011378603821575958
717,3719,0.0038773465064198868
718,3722,0.031012835782027064
719,3438,0.02427206455783847
720,3751,0.0004320861827119026
721,4386,0.010249120538748813
722,4081,0.02949397578966917
723,4084,0.0037945528657881895
724,4086,0.02792331188335463
725,4106,0.006085174867711133
726,4108,-0.0002237474945349841
727,4114,0.003296139572902482
728,4429,0.00659279515970302
729,4433,0.03342478547926432
730,4124,0.009227268360073896
731,4145,0.030878068228617373
732,4218,0.0008367966295771184
733,4504,-6.256823576667662e-05
734,4523,0.007864422191635445
735,4249,0.006027050165062886
736,3946,0.003137948660676073
737,3950,0.004463169903116482
738,4293,0.0009810051946145973
739,5470,0.0051374872970452335
740,5775,0.0013990067938657968
741,5777,2.8438887913405765e-05
742,5492,0.005512063352341011
743,5494,0.028896583409027066
744,5495,0.004510960965927297
745,5788,0.031221361945182404
746,14054,0.03636091306414623
747,14398,0.0030648015772329006
748,14416,4.4532869271784884e-05
749,14098,0.00355881365909919
750,14103,0.011593311354739292
751,14106,0.001357093254660356
752,14426,0.03368053201615633
753,14128,0.0037399853499997427
754,14130,0.03142965098564438
755,15110,0.007851338129182794
756,14793,0.007037418813323058
757,15120,0.005518675006472905
758,15128,0.005426129752033757
759,15138,0.004194382450487979
760,14849,0.0048912248837638195
761,14853,0.0008014284777667381
762,14859,0.0017835556036519518
763,15199,0.012773586910381147
764,14903,0.003877513197116394
765,14929,0.004192428817615586
766,14935,0.03347766181120204
767,15253,0.00139125916948002
768,14937,0.004841799283350485
769,14949,0.008862520165073105
770,14951,0.00960333188229543
771,15000,0.007809801016266423
772,15014,0.005790489018686138
773,14712,0.009673913296866158
774,15022,0.005254981944299779
775,15041,0.0030724342746813013
776,14753,0.003089696691077982
777,15062,0.004600667861967646
778,15072,0.0049706129344530324
779,14772,0.035896529051332345
780,14775,0.004139719383352343
781,15736,0.0027167200859159065
782,15421,0.005899336933992878
783,15424,0.032066139183410905
784,15752,0.030457496581992816
785,2158,0.005311742474860971
786,2160,0.006337915914969504
787,2161,0.0031693556777204392
788,2493,0.02418340942841923
789,2497,0.029960975926674516
790,3120,0.003807904964053404
791,3145,0.008547799417059587
792,2871,0.003597456493423933
793,3288,0.0005808276623546812
794,2883,0.003996841840842424
795,2904,0.029941353705589133
796,2909,0.001286008046334924
797,3234,0.0014145990660488178
798,3244,0.0016685623269607813
799,3245,0.004375522100790084
800,3248,0.03404479608167193
801,2964,0.029603413881250214
802,3260,0.006347208006835431
803,3275,0.013050491359493622
804,3279,0.02650218427238851
805,2984,0.004109696991079062
806,2987,0.007932919990498789
807,2992,0.0020187537348771226
808,2708,0.006736981150548998
809,2718,0.004962445871963473
810,3022,0.006590773958744053
811,3036,0.00522407832475256
812,2720,0.0017714224371986067
813,2735,0.004941066871829496
814,3053,-0.00039653731262099623
815,3071,0.03584565843873983
816,3760,0.0007061681152573571
817,12309,0.0056663858015271705
818,12322,0.029546009808313303
819,12352,0.0036213225554603237
820,12692,0.005644759571217547
821,12703,0.003634840745754407
822,12710,0.005135730265777387
823,12727,0.0028335963224659266
824,12428,0.0069353788810797914
825,12444,0.004697699568484498
826,12447,0.03034421242407857
827,12451,0.02868886771855614
828,77557,0.0011671402946560427
829,78821,0.003111494427898554
830,79784,0.004474924822518945
831,80100,0.00513408863579423
832,80423,0.006658309545697792
833,80437,0.03366403175205765
834,80750,0.03567431635022819
835,81060,0.012919028095702901
836,81075,0.003683018469322569
837,76604,0.006948278299051551
838,77252,0.006133005016296392
839,77562,-0.0007105460017963745
840,78212,0.0015200393993709195
841,78214,0.037805242372045994
842,78518,0.026959933086406446
843,78520,0.006883021125082303
844,78521,0.028452550296892736
845,78857,0.004017575934826167
846,79163,0.0011968095390381898
847,79803,0.00289126243534076
848,80123,0.0016185074790530819
849,80138,-0.001086376453163465
850,80450,0.004030578579035701
851,80454,0.0016870466426033505
852,80455,0.029793673613395886
853,80457,0.03420052081708548
854,81401,0.007306260389980729
855,2266,0.0015464431613456983
856,2289,-0.0005147632863333042
857,2609,0.003851661887333132
858,2613,0.001993512245701388
859,2616,0.003288709353463684
860,2628,0.0008090295207110311
861,2654,0.0050434584754939235
862,2346,0.003693568576357642
863,2356,0.0008590034958806849
864,2364,0.031149560120030388
865,2115,0.00016626107300087988
866,2117,0.011957608896139497
867,2442,0.03072900352093104
868,2454,0.004773613742299775
869,2147,0.00302130255166756
870,66365,0.004904987809980714
871,67003,0.002954103579095204
872,67007,0.03472833068707269
873,67012,0.00020474737816846803
874,67317,0.030421743621309102
875,57463,0.004224596459567163
876,58098,0.005638110867928398
877,58105,0.0043442915579594
878,58414,0.00562895576721536
879,58420,0.037805242372045994
880,59068,0.03834793035696207
881,59376,0.004667106008939843
882,59387,0.0044809257366287
883,60026,0.011114134989061058
884,60028,0.009148891078123524
885,60348,0.003917687451181619
886,60655,0.003580901293232504
887,60973,0.032066139183410905
888,56201,0.03260411634101627
889,56525,0.0032792010601707887
890,56843,0.0033084597130864225
891,56845,0.003972908907694286
892,57805,0.004245403481664061
893,57806,0.0024789529957997265
894,57808,0.006172119490360142
895,58111,0.008251175423751932
896,58436,0.0362624261453631
897,58447,0.0008115150717427518
898,58751,0.02798283226697584
899,59073,0.002202212939195433
900,59396,0.004779541131081318
901,60037,0.0014585010210484768
902,60357,0.0069110505929561635
903,60363,0.0030174435405114076
904,60672,0.03491745172273445
905,60687,0.0019187110481491665
906,61006,0.0019288695188531837
907,56220,0.005096786524955524
908,56222,0.002196270791600127
909,56539,0.00426457748287273
910,56540,0.004436553156776296
911,56548,0.0026028803919555536
912,57497,-0.001879824888317553
913,57821,0.006337915914969504
914,58135,-0.0010907092695149603
915,58790,0.028447225474199235
916,59424,0.0058369304397260496
917,59425,0.003811954635065729
918,65474,-0.00023366201429693087
919,65484,0.003366556746387359
920,65797,0.0009802959319865528
921,65810,0.0027151206357822048
922,65812,0.0021576269508927375
923,70505,0.0010038170944339836
924,70825,0.0017634350426690803
925,70831,0.005321692274399887
926,70832,0.006230693764054165
927,32454,0.006971974825384921
928,32781,0.030186832626676006
929,32789,0.00917934937335795
930,32812,0.005908136762059948
931,32506,0.003848606670351322
932,32512,0.0058899316257740135
933,32845,0.03327329530135213
934,32852,0.031533912257132875
935,32875,0.002080502939022433
936,32585,0.006399768990069698
937,32279,0.003363397483109819
938,32600,0.025674951920314232
939,32610,0.004385721665009867
940,32635,0.0060197774782325365
941,32340,0.026895836553534308
942,32345,0.006077881656829315
943,32664,0.004286203713182352
944,32674,0.005684572039065933
945,32393,0.002202212939195433
946,32702,0.006404379844652065
947,32411,0.004296796718806886
948,33094,0.032066139183410905
949,33402,0.030623448198704953
950,33413,0.0038235213004622834
951,33105,0.0019555168854197328
952,33131,0.005733302473749339
953,33168,0.0054898790794238785
954,33460,0.034485989427634825
955,33461,-0.0005572178180866825
956,33214,-0.0011808185574559858
957,33219,0.03070647017230589
958,33226,0.004461564249022414
959,32929,0.00869070897920268
960,33241,0.00451049805157249
961,41842,0.030544316451808363
962,42495,0.005827371388705142
963,42807,0.005210308183186552
964,42808,0.009467630173785256
965,42810,0.03255820314196632
966,43122,0.0360879996981777
967,44411,0.03748698693879285
968,44418,0.00748072493993216
969,41875,0.02389825645305404
970,42189,0.0047548085900294395
971,42196,0.028263429261230984
972,42521,0.0026272045344018697
973,43477,0.0036848121796405034
974,44755,0.0020311706846993867
975,45407,0.030425873178050747
